,Treatment_i,Treatment_j,hdi_ConfoMap_2.5%,hdi_ConfoMap_97.5%,isSignificant_on_ConfoMap,hdi_Toothfrax_2.5%,hdi_Toothfrax_97.5%,isSignificant_on_Toothfrax
0,Dry grass,Dry bamboo,-0.00464319512395059,-0.0021881865390421477,True,-0.004396575530633716,-0.0019641043113529984,True
1,Dry lucerne,Dry bamboo,-0.003704188274903336,-0.0018720216921890972,True,-0.003929484296241071,-0.0020796635025515727,True
2,Dry lucerne,Dry grass,-0.0005536999892622367,0.0017788954678714575,False,-0.0010263014812015609,0.0014329564705284211,False
3,BrushNoDirt,BrushDirt,-0.0014326293963409184,0.002212291450933975,False,-0.002134732249364639,0.0012668061487282661,False
4,Control,BrushDirt,-0.00122009619754377,0.0022985407254777143,False,-0.0009281961312849668,0.002772653779599883,False
5,Control,BrushNoDirt,-0.0016214199034890488,0.0019200042291734885,False,-0.00046757360182953184,0.0029481216596575453,False
6,RubDirt,BrushDirt,-0.0008796924378146973,0.00301193828126792,False,-0.002003827937752463,0.0017072119811512051,False
7,RubDirt,BrushNoDirt,-0.0012446619405620024,0.0026785429202593413,False,-0.0014677068260634343,0.0019303320090586773,False
8,RubDirt,Control,-0.0013529774342475797,0.002504458297131573,False,-0.0027187819712473703,0.0010168166036684232,False
9,Clover+dust,Clover,-0.0012000308086232638,0.0015808026197019725,False,-0.0009036774457903961,0.0018904962752570899,False
10,Grass,Clover,-9.073540749962431e-05,0.0030465648875014676,False,0.0004861055000938302,0.0037508334496152134,True
11,Grass,Clover+dust,-0.00028097912020153817,0.002971460910568372,False,0.00010519613807126568,0.003409528144030312,True
12,Grass+dust,Clover,0.00017938183358958922,0.0033090037227649373,True,0.0005711436100219482,0.003552833466925421,True
13,Grass+dust,Clover+dust,2.8402032675024867e-06,0.0031443659321977397,True,0.0001936140152501418,0.003165152018502802,True
14,Grass+dust,Grass,-0.001515544911501228,0.0019109367513633407,False,-0.0016883157691761604,0.0017909725156375028,False
