,Treatment_i,Treatment_j,hdi_ConfoMap_2.5%,hdi_ConfoMap_97.5%,isSignificant_on_ConfoMap,hdi_Toothfrax_2.5%,hdi_Toothfrax_97.5%,isSignificant_on_Toothfrax
0,Dry grass,Dry bamboo,-2.91494744074706,2.365610105569358,False,-2.6004327654910178,1.7692963387782568,False
1,Dry lucerne,Dry bamboo,-1.399234239825459,2.2936101074582513,False,-1.73229352368352,1.6598779970698168,False
2,Dry lucerne,Dry grass,-1.688189555773521,3.3801533315870236,False,-1.6692095259987205,2.2323443674983023,False
3,BrushNoDirt,BrushDirt,-15.196748482363265,3.53304870725999,False,-14.47635942243567,3.598701850558996,False
4,Control,BrushDirt,-35.75114468864143,4.803498122994334,False,-31.583527615495314,3.896526054640823,False
5,Control,BrushNoDirt,-33.26796542561027,15.869327581006068,False,-30.695311240474034,14.827443932649224,False
6,RubDirt,BrushDirt,-43.45790739806768,-34.03202523469011,True,-36.29890449463029,-25.764600489099543,True
7,RubDirt,BrushNoDirt,-43.669076111359885,-23.369520256253438,True,-36.90496355792851,-15.465673983472332,True
8,RubDirt,Control,-44.05085899348207,-2.4282727636980272,True,-37.08117538245865,0.9730471225928028,False
9,Clover+dust,Clover,-3.7199543942121345,2.4107170496657204,False,-3.596101416970603,2.0375839864298326,False
10,Grass,Clover,-5.067046009852463,1.2954556135371953,False,-4.849022865566443,0.9516183656743422,False
11,Grass,Clover+dust,-3.219981378872383,0.6503264552755752,False,-2.8337521029135084,0.6330753046367033,False
12,Grass+dust,Clover,-5.715432361484667,0.022720570032863208,False,-5.235750698817981,0.29473960742450167,False
13,Grass+dust,Clover+dust,-3.94958340280768,-0.4828316387467666,True,-3.4074861683936204,-0.1265383582721782,True
14,Grass+dust,Grass,-2.6769115344553924,0.8799026061149533,False,-2.3243070893842077,1.051653398888586,False
