,Treatment_i,Treatment_j,hdi_ConfoMap_2.5%,hdi_ConfoMap_97.5%,isSignificant_on_ConfoMap,hdi_Toothfrax_2.5%,hdi_Toothfrax_97.5%,isSignificant_on_Toothfrax
0,Dry grass,Dry bamboo,-0.009401190616664307,0.10113367943362545,False,0.018899983733284387,0.13619572241487948,True
1,Dry lucerne,Dry bamboo,-0.030370307412473513,0.08726577361805898,False,-0.001663810686931902,0.10998108201710934,False
2,Dry lucerne,Dry grass,-0.07395045271381434,0.050740588971240674,False,-0.087209179466361,0.03969049236218129,False
3,BrushNoDirt,BrushDirt,-0.518195151413418,0.2060994250511139,False,-0.1474663941297789,0.28637090457954295,False
4,Control,BrushDirt,-0.3765781319541499,0.30371174941694457,False,-0.030207758487270697,0.2687675756480644,False
5,Control,BrushNoDirt,-0.09762598367715764,0.3478346259262929,False,-0.1571884145496285,0.29560319862916395,False
6,RubDirt,BrushDirt,-0.49394991942170563,0.2362958643899552,False,-0.12813762058436862,0.1983308380807629,False
7,RubDirt,BrushNoDirt,-0.23177500187592925,0.30711149997723675,False,-0.2732416754373838,0.21838593694488012,False
8,RubDirt,Control,-0.32182784281727017,0.13296639090284562,False,-0.27449063536944096,0.08832975212448246,False
9,Clover+dust,Clover,-0.4555388415825085,0.3232864325514335,False,-0.5169058013878522,0.15613981002079969,False
10,Grass,Clover,-0.6562794186944744,0.3482546464274028,False,-0.691227529638667,0.02997971471103289,False
11,Grass,Clover+dust,-0.4542432902099649,0.13904633948093748,False,-0.317566325534259,0.10303593934383815,False
12,Grass+dust,Clover,-1.0073562979156685,-0.11208423087199697,True,-0.965315934695632,-0.2694168182237612,True
13,Grass+dust,Clover+dust,-0.6894835865066467,-0.2928494568168719,True,-0.5672262626804068,-0.22945903128040723,True
14,Grass+dust,Grass,-0.7085702417487618,-0.038108713376479766,True,-0.5168493690122281,-0.061466135466182015,True
